provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
362723,9,"FMC - DELAWARE DIALYSIS",01/01/2016-12/31/2019,3,1,"36 TROY ROAD",,DELAWARE,OH,43015,DELAWARE,"(740) 363-7171",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,1,15,0,9,29,32,22,8,24.8,211.1,0.39,11,
362724,9,"FRESENIUS MEDICAL CARE BUTLER COUNTY, LLC",01/01/2016-12/31/2019,3,1,"5148 COLLEGE CORNER PIKE",,OXFORD,OH,45056,BUTLER,"(513) 523-5960",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,27,0,5,27,24,29,15,16.1,206.1,0.85,23,
362824,9,"DAVITA WEST CHESTER DIALYSIS",01/01/2016-12/31/2019,5,1,"7760 W. VOICE OF AMERICAN PARK DRIVE","SUITE E","WEST CHESTER",OH,45069,BUTLER,"(513) 755-1510",Profit,Yes,DAVITA,0,17,1,0,0,4,0,3,27,43,15,11,10.8,129,0.44,17,
442695,8,"SATELLITE HEALTHCARE OF PACE ROAD LLC",01/01/2016-12/31/2019,5,1,"4185 PACE RD",,MEMPHIS,TN,38116,SHELBY,"(901) 345-8649",Profit,No,INDEPENDENT,0,21,1,0,0,24,0,9,16,21,30,24,20.8,172.4,0.53,10,0.15
442696,8,"DAVITA RIPLEY DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"854 HWY 51 S",,RIPLEY,TN,38063,LAUDERDALE,"(731) 221-1883",Profit,Yes,DAVITA,0,12,1,1,0,21,0,6,22,34,21,17,26.3,128.8,0,14,
442698,8,"RAI GALLATIN",01/01/2016-12/31/2019,1,1,"270 E MAIN STREET","SUITE 100",GALLATIN,TN,37066,SUMNER,"(615) 452-0913",Profit,Yes,"DIVERSIFIED SPECIALTY INSTITUTES (DSI)",0,24,1,1,1,11,0,9,27,34,21,9,31.7,267.8,0.99,30,1.08
442699,8,"DAVITA NASHVILLE HOME TRAINING DIALYSIS PD",01/01/2016-12/31/2019,,260,"1919 CHARLOTTE AVE","STE 200",NASHVILLE,TN,37203,DAVIDSON,"(615) 329-1162",Profit,Yes,DAVITA,0,7,0,1,1,,,3,19,29,22,26,30,361.2,,,
452528,14,"DAVITA RENAL CENTER OF NORTH DENTON",01/01/2016-12/31/2019,3,1,"4309 MESA DR",,DENTON,TX,76207,DENTON,"(940) 566-2701",Profit,Yes,"RENAL VENTURES MANAGEMENT",1,25,1,1,1,28,1,6,20,29,21,24,23.9,211.1,0.25,18,3.36
452822,14,"DAVITA DALLAS EAST DIALYSIS",01/01/2016-12/31/2019,4,1,"3402 NORTH BUCKNER BLVD","SUITE 308",DALLAS,TX,75228,DALLAS,"(214) 660-9413",Profit,Yes,DAVITA,0,32,1,0,0,14,0,4,19,31,26,20,19.3,149.5,0.76,14,0.67
452823,14,"US RENAL CARE LAREDO DIALYSIS",01/01/2016-12/31/2019,3,1,"6801 MCPHERSON ROAD","SUITE 107",LAREDO,TX,78041,WEBB,"(956) 725-1202",Profit,No,INDEPENDENT,0,25,1,0,0,12,0,32,27,25,11,5,26.3,214.8,0.65,12,0.75
452825,14,"NNA - BASTROP",01/01/2016-12/31/2019,5,1,"423 OLD AUSTIN HIGHWAY",,BASTROP,TX,78602,BASTROP,"(512) 581-9993",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,16,0,7,23,25,29,17,21.9,197.9,0,3,
442713,8,"KIDNEY CENTER OF HWY 58",01/01/2016-12/31/2019,5,1,"4803 HWY 58","SUITE B",CHATTANOOGA,TN,37416,HAMILTON,"(423) 468-3178",Profit,No,INDEPENDENT,0,29,1,0,0,24,0,6,24,34,29,8,24.3,174.1,0.58,13,1.08
442714,8,"DAVITA SOUTH JACKSON DIALYSIS",01/01/2016-12/31/2019,3,1,"46 HARTS BRIDGE ROAD",,JACKSON,TN,38301,MADISON,"(731) 422-9568",Profit,Yes,DAVITA,0,16,1,0,0,16,0,4,19,33,23,20,19.3,178,0.15,13,0.27
372516,13,"DAVITA BROKEN ARROW DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"1710 N 9TH ST",,"BROKEN ARROW",OK,74012,TULSA,"(918) 355-0657",Profit,Yes,DAVITA,0,16,1,0,0,7,0,7,23,33,17,20,18,169.6,0.18,18,0.73
372518,13,"DAVITA OKLAHOMA CITY SOUTH DIALYSIS",01/01/2016-12/31/2019,4,1,"319 SW 59TH STREET",,"OKLAHOMA CITY",OK,73109,OKLAHOMA,"(405) 634-3708",Profit,Yes,DAVITA,0,16,1,0,0,21,0,7,17,25,22,29,23.5,263,1.71,9,0
372520,13,"FMCNA - SOUTH OKC DX CTR",01/01/2016-12/31/2019,3,1,"5419 S WESTERN",,"OKLAHOMA CITY",OK,73109,OKLAHOMA,"(405) 636-1570",Profit,Yes,"FRESENIUS MEDICAL CARE",0,18,1,0,0,35,0,7,23,27,24,19,20.5,192.2,0.2,22,0.15
362581,9,"FMC - MEDINA COUNTY KIDNEY CENTER",01/01/2016-12/31/2019,3,1,"3995 MEDINA ROAD #150",,MEDINA,OH,44256,MEDINA,"(330) 764-1019",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,12,0,7,18,26,24,25,21.6,255.4,0.29,20,
362582,9,"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",01/01/2016-12/31/2019,3,1,"4877 GALAXY PARKWAY SUITE A",,"WARRENSVILLE HEIGHTS",OH,44128,CUYAHOGA,"(216) 378-5050",Profit,Yes,"CENTERS FOR DIALYSIS CARE",1,30,1,0,0,11,2,6,18,26,35,15,21.8,237.3,0.26,17,0.49
362583,9,"FMC - CRAWFORD COUNTY KIDNEY CENTER",01/01/2016-12/31/2019,5,1,"701 TIFFIN STREET",,BUCYRUS,OH,44820,CRAWFORD,"(419) 562-3000",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,0,11,0,6,26,37,22,9,18.1,98.9,0,15,
362825,9,"DAVITA MILLERSBURG DIALYSIS",01/01/2016-12/31/2019,4,1,"1649 S. WASHINGTON STREET",,MILLERSBURG,OH,44654,HOLMES,"(330) 674-0476",Profit,Yes,DAVITA,0,9,1,1,0,,,5,23,40,19,14,33.7,215.1,0,9,
362826,9,"DAVITA WEST HAMILTON DIALYSIS",01/01/2016-12/31/2019,4,1,"1532 MAIN STREET",,HAMILTON,OH,45013,BUTLER,"(513) 737-0158",Profit,Yes,DAVITA,0,17,1,0,0,15,0,7,24,37,19,13,18.2,189.9,1.78,8,
362827,9,"FMC - PERRYSBURG DIALYSIS",01/01/2016-12/31/2019,5,1,"701 COMMERCE DRIVE",,PERRYSBURG,OH,43551,WOOD,"(419) 874-3447",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,1,25,0,8,30,30,19,12,16.6,228.5,1.01,7,0.49
362828,9,"DAVITA RIDGE PARK DIALYSIS",01/01/2016-12/31/2019,5,1,"4805 PEARL ROAD",,CLEVELAND,OH,44109,WAKE,"(216) 398-6029",Profit,Yes,DAVITA,0,13,1,1,1,23,0,5,22,35,22,16,22,245.9,1.78,8,1.12
362829,9,"FMC - WILLARD",01/01/2016-12/31/2019,5,1,"209 RAE COURT",,WILLARD,OH,44890,HURON,"(419) 935-0521",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,20,0,8,27,31,20,15,25,179.2,0,4,
372548,13,"DAVITA OKUMLGEE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"201 S DELAWARE",,OKMULGEE,OK,74447,OKMULGEE,"(918) 756-3526",Profit,Yes,DAVITA,0,16,1,0,0,8,0,8,24,33,19,16,20.2,155.4,0.22,7,0
452530,14,"DAVITA SAN JACINTO DIALYSIS",01/01/2016-12/31/2019,3,1,"11430 E FREEWAY","SUITE 330",HOUSTON,TX,77029,HARRIS,"(713) 450-4991",Profit,Yes,DAVITA,0,17,1,1,0,16,12,6,22,34,24,14,25.3,286,0.32,10,0.4
452532,14,"WATSON WISE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"815 E FIRST ST",,TYLER,TX,75701,SMITH,"(903) 595-2495",Profit,Yes,"FRESENIUS MEDICAL CARE",1,18,1,0,0,4,0,9,25,27,24,15,16.3,135.4,1.17,4,0.55
452533,14,"SOUTHEAST KIDNEY CENTER",01/01/2016-12/31/2019,3,1,"8537 GULF FREEWAY","BLDG A",HOUSTON,TX,77017,HARRIS,"(713) 947-9564",Profit,Yes,"FRESENIUS MEDICAL CARE",0,32,1,1,0,9,0,7,22,34,21,16,19.8,195.8,0.4,18,0.19
452537,14,"DAVITA ALICE RENAL CENTER",01/01/2016-12/31/2019,4,1,"2345 ALICE REGIONAL BLVD",,ALICE,TX,78332,"JIM WELLS","(361) 664-1723",Profit,Yes,DAVITA,0,24,1,0,0,10,0,6,18,33,21,22,27.4,198.3,0.63,10,0.57
452539,14,"CYPRESS CREEK DIALYSIS",01/01/2016-12/31/2019,3,1,"9449 GROGANS MILL RD",,"THE WOODLANDS",TX,77380,MONTGOMERY,"(281) 363-1262",Profit,Yes,"FRESENIUS MEDICAL CARE",0,15,1,0,0,15,0,9,28,31,17,15,31.4,155,0.18,16,0.53
362782,9,"DIALYSIS CENTERS OF GREATER TOLEDO",01/01/2016-12/31/2019,5,1,"7635 W. SYLVANIA AVENUE",,SYLVANIA,OH,43560,LUCAS,"(419) 517-2002",Profit,Yes,"US RENAL CARE, INC.",0,15,1,0,0,8,0,11,34,42,8,5,20.3,111.5,0.65,7,
362783,9,"DAVITA PARK SIDE DIALYSIS",01/01/2016-12/31/2019,3,1,"241 W. SCHROCK ROAD",,WESTERVILLE,OH,43081,FRANKLIN,"(614) 882-1734",Profit,Yes,DAVITA,0,18,1,1,1,18,7,9,25,30,23,13,20.1,138.4,0.51,17,2.97
362784,9,"FMC - HURON DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"13944 EUCLID AVENUE",,"EAST CLEVELAND",OH,44112,CUYAHOGA,"(216) 541-5880",Profit,Yes,"FRESENIUS MEDICAL CARE",0,22,1,0,0,21,0,11,21,26,25,17,18.9,249,0.39,16,0
362785,9,"DAVITA MIAMISBURG DIALYSIS",01/01/2016-12/31/2019,3,1,"290 ALEXANDERSVILLE DIALYSIS",,MIAMISBURG,OH,45342,MONTGOMERY,"(937) 865-0633",Profit,Yes,DAVITA,1,1,1,1,0,16,0,5,23,32,25,14,23.7,192.8,0.86,21,
362786,9,"KIDNEY CARE CENTERS OF COSHOCTON, OHIO",01/01/2016-12/31/2019,5,1,"23649 AIRPORT ROAD",,COSHOCTON,OH,43812,COSHOCTON,"(740) 291-8030",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,14,1,1,1,,,4,24,40,21,12,23.4,149.6,0.96,7,
362787,9,"FMC- WILMINGTON HOME LLC",01/01/2016-12/31/2019,3,1,"164 HOLIDAY DRIVE",,WILMINGTON,OH,45177,CLINTON,"(937) 382-3379",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,0,,,10,38,32,17,3,47.4,285.6,,,
362584,9,"US RENAL CARE NORTHWEST OHIO DIALYSIS",01/01/2016-12/31/2019,3,1,"3829 WOODLEY ROAD SUITE C-12",,TOLEDO,OH,43606,LUCAS,"(419) 473-9900",Profit,Yes,"US RENAL CARE, INC.",0,15,1,0,0,7,0,7,33,35,18,7,20.6,187.1,0.23,27,
362585,9,"FMC - DIALYSIS SPECIALISTS OF NORTHEAST OHIO",01/01/2016-12/31/2019,4,1,"1070 ABBE ROAD NORTH",,ELYRIA,OH,44035,LORAIN,"(440) 365-8165",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,0,0,7,0,12,29,21,22,16,19.1,240.6,1.54,9,0.49
362587,9,"DAVITA SWAN CREEK DIALYSIS",01/01/2016-12/31/2019,3,1,"5201 AIRPORT HIGHWAY",,TOLEDO,OH,43615,LUCAS,"(419) 214-0540",Profit,Yes,DAVITA,0,20,1,1,1,19,0,5,18,35,25,17,17.3,235.6,0.91,10,
362697,9,"PICKAWAY DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"1180 NORTH COURT ST.",,CIRCLEVILLE,OH,43113,PICKAWAY,"(740) 477-2072",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,12,1,1,0,50,0,8,32,34,16,10,17.3,209.4,0.55,21,
362698,9,"PIKETON REGIONAL DIALYSIS CENTER",01/01/2016-12/31/2019,2,1,"7143 U.S. RT. 23",,PIKETON,OH,45661,PIKE,"(740) 289-2423",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,10,1,0,0,43,0,7,26,19,28,20,33.9,98.5,0.84,15,
372549,13,"DAVITA MUSKOGEE COMMUNITY DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"2316 W SHAWNEE ST",,MUSKOGEE,OK,74401,MUSKOGEE,"(918) 687-0016",Profit,Yes,DAVITA,0,16,1,0,0,14,0,4,17,37,22,20,19.7,266.7,0.5,8,0.52
372552,13,"FMCNA - PONCA CITY",01/01/2016-12/31/2019,3,1,"1208 E HARTFORD",,"PONCA CITY",OK,74601,KAY,"(580) 718-9357",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,1,26,0,9,20,33,20,19,22.1,185.2,0.42,13,0.32
372553,13,"FMCNA - HERITAGE PARK",01/01/2016-12/31/2019,4,1,"310 S. HIGHLAND AVE",,"MIDWEST CITY",OK,73110,OKLAHOMA,"(405) 733-1891",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,1,0,12,0,7,24,28,27,14,23.1,166.8,0.83,14,1.07
372555,13,"FMCNA - WOODWARD",01/01/2016-12/31/2019,2,1,"909 18TH ST",,WOODWARD,OK,73801,WOODWARD,"(580) 256-0371",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,0,24,0,14,30,22,23,11,22.9,272,0,23,
372556,13,"FMCNA - STILLWATER MEDICAL CTR DIALYSIS",01/01/2016-12/31/2019,3,1,"1921 W SIXTH ST, BLDG B",,STILLWATER,OK,74074,PAYNE,"(405) 707-9152",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,1,26,0,7,25,30,22,16,17,198.1,0.46,30,1.04
452679,14,"BMA DALLAS SOUTH",01/01/2016-12/31/2019,3,1,"1150 N BISHOP","SUITE 200",DALLAS,TX,75208,DALLAS,"(214) 942-2900",Profit,Yes,"FRESENIUS MEDICAL CARE",0,32,1,0,0,28,0,10,30,29,21,10,23.8,188.9,0.26,11,0.21
452682,14,"FARMERS BRANCH DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"2280 SPRINGLAKE ROAD","SUITE 110","FARMERS BRANCH",TX,75234,DALLAS,"(972) 488-1191",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,21,0,7,22,29,23,19,18.1,144.9,0.32,13,0.18
452684,14,"BMA DALLAS CENTRAL",01/01/2016-12/31/2019,4,1,"7610 MILITARY PARKWAY",,DALLAS,TX,75227,DALLAS,"(214) 381-9494",Profit,Yes,"FRESENIUS MEDICAL CARE",0,30,1,0,0,7,0,10,28,24,23,16,23.8,140.8,0.62,10,0.39
452685,14,"METRO EAST DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"909 GROSS RD","SUITE 200",MESQUITE,TX,75149,DALLAS,"(972) 288-1060",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,0,0,12,0,9,20,25,27,20,24.1,134.5,1.18,8,0.11
452686,14,"COLLIN COUNTY DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"3420 AVE K","SUITE 150",PLANO,TX,75074,COLLIN,"(972) 423-1447",Profit,Yes,"FRESENIUS MEDICAL CARE",1,30,1,1,1,15,0,8,23,28,24,17,13.5,154.2,0.3,14,2.9
362884,9,"DAVITA NAVARRE DIALYSIS",01/01/2016-12/31/2019,3,1,"517 PARK ST NW SUITE A",,NAVARRE,OH,44662,,"(330) 879-5270",Profit,Yes,DAVITA,0,7,1,0,0,,,11,28,37,17,7,,,,13,
362885,9,"DAVITA STARR DIALYSIS",01/01/2016-12/31/2019,,260,"403 E. BROADWAY ST.",,TOLEDO,OH,43605,,"(419) 691-3227",Profit,Yes,DAVITA,0,12,1,0,0,,,,,,,,,,,,
362886,9,"DAVITA BULLOCK DIALYSIS LLC",01/01/2016-12/31/2019,,260,"1532 MAIN STREET, SUITE B",,HAMILTON,OH,45013,,"(513) 737-0158",Profit,Yes,DAVITA,0,4,0,1,0,,,,,,,,,,,,
362887,9,"FRESENIUS MEDICAL CARE SOUTH GROVE CITY LLC",01/01/2016-12/31/2019,,260,"5775 NORTH MEADOWS DRIVE","SUITE B","GROVE CITY",OH,43123,,"(614) 801-2505",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,,,,,,,,,,,10,
362888,9,"DAVITA MINERVA PARK DIALYSIS",01/01/2016-12/31/2019,,260,"4401 CLEVELAND AVENUE",,COLUMBUS,OH,43224,,"(614) 478-9604",Profit,Yes,DAVITA,0,17,1,0,0,,,5,18,36,13,28,,,,2,
362889,9,"OHIO RENAL CARE GROUP LLC",01/01/2016-12/31/2019,,260,"2117 LAKE AVENUE",,ASHTABULA,OH,44004,,"(440) 992-4689",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,,,,,,,,,,,,
362699,9,"DAVITA HILLIARD DIALYSIS",01/01/2016-12/31/2019,5,1,"19133 HILLIARD BLVD",,"ROCKY RIVER",OH,44116,CUYAHOGA,"(216) 712-4700",Profit,Yes,DAVITA,0,18,1,1,0,41,0,6,26,35,18,14,22.7,284.6,0.58,7,1.79
362700,9,"DAVITA SANDUSKY DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"211 LAKESIDE PARK",,SANDUSKY,OH,44870,ERIE,"(419) 626-3809",Profit,Yes,DAVITA,0,8,1,0,0,25,0,5,23,38,21,13,22.6,166.9,0,4,
362701,9,"DAVITA MCCARTY LANE DIALYSIS",01/01/2016-12/31/2019,4,1,"500 MCCARTY LANE",,JACKSON,OH,45640,JACKSON,"(740) 286-1600",Profit,Yes,DAVITA,0,12,1,1,0,,,1,12,35,20,32,31.2,203.8,0,20,
362702,9,"DAVITA EASTGATE HOME TRAINING",01/01/2016-12/31/2019,3,1,"4435 AICHOLTZ DRIVE, SUITE 800B",,CINCINNATI,OH,45245,CLERMONT,"(513) 752-8301",Profit,Yes,DAVITA,0,4,0,1,0,,,7,22,30,25,16,29.4,202.3,,,1.7
362806,9,"DAVITA HARRISON DIALYSIS",01/01/2016-12/31/2019,5,1,"10475 HARRISON AVE",,HARRISON,OH,45030,HAMILTON,"(513) 202-0373",Profit,Yes,DAVITA,0,13,1,0,0,26,0,4,16,50,18,11,17.4,189.8,0.43,3,
362807,9,"DAVITA MEADOWHAWK DIALYSIS",01/01/2016-12/31/2019,5,1,"491 COLEMAN XING",,MARYSVILLE,OH,43040,UNION,"(937) 642-0676",Profit,Yes,DAVITA,0,9,1,1,0,18,0,5,24,35,23,13,18.8,153.9,0,7,
362613,9,"DAVITA SUMMIT RENAL CENTER",01/01/2016-12/31/2019,3,1,"73 MASSILLON ROAD",,AKRON,OH,44312,SUMMIT,"(330) 733-1861",Profit,Yes,DAVITA,0,15,1,1,1,32,0,8,25,31,19,17,34.4,274.7,0,13,0.61
362614,9,"DAVITA NORTH RIDGE DIALYSIS",01/01/2016-12/31/2019,5,1,"6830 NORTH RIDGE ROAD",,MADISON,OH,44057,LAKE,"(440) 428-8377",Profit,Yes,DAVITA,0,12,1,1,1,24,0,3,16,28,28,25,18.7,173.7,0.32,11,
362617,9,"FMC - STREETSBORO KIDNEY CENTER",01/01/2016-12/31/2019,4,1,"9200 STAPLES DRIVE, STE A",,STREETSBORO,OH,44241,PORTAGE,"(330) 422-0160",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,5,0,5,23,29,27,15,22.7,208.5,0,18,0.87
362618,9,"FMC - BOARDMAN DIALYSIS",01/01/2016-12/31/2019,5,1,"257 BOARDMAN-CANFIELD RD.",,BOARDMAN,OH,44512,MAHONING,"(330) 629-8856",Profit,Yes,"FRESENIUS MEDICAL CARE",0,18,1,0,0,8,0,6,23,29,28,14,16.8,198.1,0.26,6,0.9
362619,9,"FMC - RICHLAND COUNTY",01/01/2016-12/31/2019,4,1,"680 BALLY ROW",,MANSFIELD,OH,44906,RICHLAND,"(419) 774-0180",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,14,0,9,30,28,22,11,18,205.7,0.13,12,1.13
452796,14,"LOCKEHILL KIDNEY DISEASE CLINIC",01/01/2016-12/31/2019,5,1,"10134 HUEBNER ROAD",,"SAN ANTONIO",TX,78240,BEXAR,"(210) 641-6000",Profit,Yes,"FRESENIUS MEDICAL CARE",0,15,1,0,0,13,3,7,28,33,22,11,14.3,172.5,0.62,11,
452797,14,"SATELLITE HEALTHCARE CENTRAL STATES LLC",01/01/2016-12/31/2019,5,1,"1701 W. BEN WHITE BLVD, SUITE #180",,AUSTIN,TX,78704,TRAVIS,"(512) 383-0300",Profit,Yes,"SATELLITE HEALTHCARE",0,36,1,0,0,8,0,5,16,22,28,29,22,200.5,0.96,7,1.25
452798,14,"DAVITA NEW BRAUNFELS DIALYSIS",01/01/2016-12/31/2019,3,1,"798 GENERATIONS DRIVE",,"NEW BRAUNFELS",TX,78130,COMAL,"(830) 629-2848",Profit,Yes,DAVITA,0,27,1,1,0,18,0,6,22,41,18,14,22.8,222.6,0.41,11,1.19
452799,14,"US RENAL CARE TARRANT DIALYSIS CENTRAL FORT WORTH",01/01/2016-12/31/2019,3,1,"4201 E BERRY","SUITE 8","FORT WORTH",TX,76105,TARRANT,"(817) 531-0326",Profit,Yes,"TARRANT DIALYSIS CENTERS",0,20,1,0,0,12,0,14,31,32,16,7,18,189.9,0.5,15,0
452800,14,"DAVITA MORGAN AVENUE DIALYSIS",01/01/2016-12/31/2019,4,1,"2222 MORGAN AVE #104",,"CORPUS CHRISTI",TX,78405,NUECES,"(361) 884-1113",Profit,Yes,DAVITA,0,20,1,0,0,12,0,6,21,31,20,22,27.1,179.7,0.18,11,0.93
362559,9,"FMC - YOUNGSTOWN",01/01/2016-12/31/2019,4,1,"1340 BELMONT AVENUE",,YOUNGSTOWN,OH,44504,MAHONING,"(330) 746-2860",Profit,Yes,"FRESENIUS MEDICAL CARE",1,21,1,1,1,41,0,12,31,29,21,8,25.8,291.6,0.35,10,1.92
362560,9,"DAVITA SHAKER SQUARE DIALYSIS",01/01/2016-12/31/2019,2,1,"12800 SHAKER BLVD, STE. 1",,CLEVELAND,OH,44120,CUYAHOGA,"(216) 491-4867",Profit,Yes,DAVITA,0,22,1,1,1,24,0,6,22,31,19,22,21.4,229.8,0.99,22,0.5
362561,9,"DAVITA BELMONT DIALYSIS",01/01/2016-12/31/2019,3,1,"68639 BANNOCK ROAD",,"SAINT CLAIRSVILLE",OH,43950,BELMONT,"(740) 699-0220",Profit,Yes,DAVITA,0,10,1,1,0,35,0,4,21,33,23,19,20.5,181,2.82,26,
362562,9,"FMC - SALEM SOUTH",01/01/2016-12/31/2019,3,1,"2345 EAST PERSHING STREET",,SALEM,OH,44460,COLUMBIANA,"(330) 332-2958",Profit,Yes,"FRESENIUS MEDICAL CARE",1,20,1,1,1,13,0,10,31,33,18,8,21.8,267.5,0.64,8,0.36
362563,9,"DAVITA MARIETTA DIALYSIS",01/01/2016-12/31/2019,5,1,"1019 PIKE STREET",,MARIETTA,OH,45750,WASHINGTON,"(740) 376-2622",Profit,Yes,DAVITA,0,12,1,1,0,5,0,11,20,40,21,8,21,179.5,0.74,13,
362808,9,"DAVITA HILLIARD STATION DIALYSIS",01/01/2016-12/31/2019,4,1,"2447 HILLIARD ROME ROAD",,HILLIARD,OH,43026,FRANKLIN,"(614) 876-3610",Profit,Yes,DAVITA,0,13,1,0,0,19,0,6,24,36,21,14,24.7,229.5,0.46,4,
362809,9,"DAVITA KIDNEY CENTER OF BRUNSWICK",01/01/2016-12/31/2019,4,1,"3812 CENTER ROAD, SUITE 101",,BRUNSWICK,OH,44212,MEDINA,"(330) 220-4502",Profit,Yes,DAVITA,0,16,1,1,1,10,0,3,17,32,24,24,21.4,177.2,0.62,17,1.06
362810,9,"FMC - GROVE CITY",01/01/2016-12/31/2019,4,1,"3149 FARM BANK WAY",,"GROVE CITY",OH,43125,FRANKLIN,"(614) 875-2349",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,1,37,0,5,25,28,25,16,20.3,234.5,0.17,16,0.96
362811,9,"FMC - DAYTON WEST",01/01/2016-12/31/2019,5,1,"4100 SALEM AVENUE",,TROTWOOD,OH,45416,MONTGOMERY,"(937) 279-3120",Profit,Yes,"FRESENIUS MEDICAL CARE",0,18,1,1,0,10,0,7,24,28,26,15,15.7,156.8,0.47,10,0.72
372522,13,"DAVITA DUNCAN DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"2845 W ELK",,DUNCAN,OK,73533,STEPHENS,"(580) 470-8542",Profit,Yes,DAVITA,0,12,1,1,0,18,0,9,26,22,18,24,21,132.7,0.37,9,
372523,13,"ARA - LAWTON DIALYSIS",01/01/2016-12/31/2019,2,1,"EISENHOWER SQUARE","5110 WEST GORE BLVD STE 12",LAWTON,OK,73505,COMANCHE,"(580) 248-3733",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,24,1,1,1,47,0,10,22,26,25,18,27.9,218.8,0.45,14,0.61
362620,9,"DAVITA PARMA DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"6735 AMES ROAD",,PARMA,OH,44129,CUYAHOGA,"(440) 743-0690",Profit,Yes,DAVITA,1,19,1,1,0,19,0,5,17,28,22,29,24.7,225.9,0.98,7,
362725,9,"FMC - KINGS MILLS",01/01/2016-12/31/2019,3,1,"1992 KING AVENUE",,"KINGS MILLS",OH,45034,WARREN,"(513) 204-5555",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,13,0,8,28,38,20,6,21.5,189.8,0.38,25,
362727,9,"DAVITA COLUMBUS WEST HOME TRAINING AT HOME",01/01/2016-12/31/2019,,260,"1391 GEORGESVILLE RD.",,COLUMBUS,OH,43228,FRANKLIN,"(614) 279-8495",Profit,Yes,DAVITA,0,3,0,1,1,,,,,,,,,,,,
362728,9,"DAVITA DUBLIN DIALYSIS",01/01/2016-12/31/2019,5,1,"6770 PERIMETER DRIVE",,DUBLIN,OH,43016,FRANKLIN,"(614) 798-8359",Profit,Yes,DAVITA,0,12,1,0,0,13,0,6,24,31,26,13,30.9,147.4,0.59,7,
362729,9,"DAVITA MIDWEST URBANA DIALYSIS",01/01/2016-12/31/2019,3,1,"1430 U.S.HWY 36 E., SUITE A",,URBANA,OH,43078,CHAMPAIGN,"(937) 484-4600",Profit,Yes,DAVITA,0,12,1,1,0,,,8,27,28,20,17,30.1,241.3,0.96,13,
